"Territorio"	"Tipo di indicatore demografico"	"Sesso"	"Età"	"Stato civile"	"Seleziona periodo"	"Value"	"Flags"
"Colle Umberto"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2492	
"Colle Umberto"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2601	
"Colle Umberto"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5093	
"Collebeato"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2272	
"Collebeato"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4654	
"Collecchio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	7204	
"Collecchio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	7430	
"Collecchio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	14634	
"Collecorvino"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3071	
"Collecorvino"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6060	
"Colledara"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1064	
"Colledara"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1087	
"Colledimacine"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	105	
"Colledimacine"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	83	
"Colledimacine"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	188	
"Colledimezzo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	243	
"Colledimezzo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	482	
"Colleferro"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	10308	
"Colleferro"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	11086	
"Colleferro"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	21394	
"Collegiove"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	63	
"Collegiove"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	150	
"Collegno"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	23743	
"Collegno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	25854	
"Collelongo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	611	
"Collelongo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	579	
"Collelongo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1190	
"Collepardo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	486	
"Collepardo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	947	
"Collepasso"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2870	
"Collepasso"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3109	
"Collepasso"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5979	
"Collepietro"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	116	
"Collepietro"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	229	
"Colleretto Castelnuovo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	163	
"Colleretto Castelnuovo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	167	
"Colleretto Giacosa"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	298	
"Colleretto Giacosa"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	281	
"Colleretto Giacosa"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	579	
"Collesalvetti"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	8159	
"Collesalvetti"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	16693	
"Collesano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1942	
"Collesano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2078	
"Collesano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4020	
"Colletorto"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	974	
"Colletorto"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1866	
"Collevecchio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	772	
"Collevecchio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	789	
"Colli a Volturno"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	668	
"Colli a Volturno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	671	
"Colli a Volturno"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1339	
"Colli del Tronto"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1822	
"Colli del Tronto"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3696	
"Fabbriche di Vergemoli"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	436	
"Figline e Incisa Valdarno"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	11386	
"Figline e Incisa Valdarno"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	23460	
"Scarperia e San Piero"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	5991	
"Scarperia e San Piero"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	6179	
"Scarperia e San Piero"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	12170	
"Casciana Terme Lari"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	6125	
"Casciana Terme Lari"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	6319	
"Casciana Terme Lari"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	12444	
"Crespina Lorenzana"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2700	
"Crespina Lorenzana"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5420	
"Castelfranco Piandiscò"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4811	
"Castelfranco Piandiscò"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4967	
"Castelfranco Piandiscò"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	9778	
"Pratovecchio Stia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2792	
"Pratovecchio Stia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2905	
"Pratovecchio Stia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5697	
"Montoro"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	9856	
"Montoro"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	19776	
"La Valletta Brianza"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2339	
"La Valletta Brianza"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2368	
"La Valletta Brianza"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4707	
"Predaia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3336	
"Predaia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6674	
"San Lorenzo Dorsino"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	800	
"San Lorenzo Dorsino"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1562	
"Valvasone Arzene"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1998	
"Valvasone Arzene"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3921	
"Valdaone"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	565	
"Valdaone"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1177	
"Madruzzo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2886	
"Porte di Rendena"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	905	
"Primiero San Martino di Castrozza"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2745	
"Tre Ville"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1418	
"Vallelaghi"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2509	
"Ville d'Anaunia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4854	
"Alpago"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3401	
"Alpago"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3477	
"Alpago"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6878	
"Val di Zoldo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1563	
"Val di Zoldo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1614	
"Val di Zoldo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3177	
"Polesine Zibello"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1554	
"Polesine Zibello"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1637	
"Polesine Zibello"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3191	
"Ventasso"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2099	
"Ventasso"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2119	
"Ventasso"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4218	
"Alto Reno Terme"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3349	
"Alto Reno Terme"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3576	
"Alto Reno Terme"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6925	
"Lessona"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1335	
"Lessona"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1410	
"Lessona"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2745	
"Campiglia Cervo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	261	
"Campiglia Cervo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	262	
"Campiglia Cervo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	523	
"Montescudo-Monte Colombo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3466	
"Montescudo-Monte Colombo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3387	
"Montescudo-Monte Colombo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6853	
"Borgomezzavalle"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	155	
"Borgomezzavalle"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	164	
"Borgomezzavalle"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	319	
"Colle Sannita"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1163	
"Colle Santa Lucia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	357	
"Collebeato"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2382	
"Collecorvino"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2989	
"Colledara"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2151	
"Colledimezzo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	239	
"Collegiove"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	87	
"Collegno"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	49597	
"Collepardo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	461	
"Collepietro"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	113	
"Colleretto Castelnuovo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	330	
"Collesalvetti"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	8534	
"Colletorto"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	892	
"Collevecchio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1561	
"Colli del Tronto"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1874	
"Crespina Lorenzana"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2720	
"Montoro"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	9920	
"Verderio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2796	
"Verderio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2830	
"Verderio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5626	
"Poggio Torriana"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2579	
"Poggio Torriana"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2612	
"Poggio Torriana"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5191	
"Predaia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3338	
"San Lorenzo Dorsino"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	762	
"Mappano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3639	
"Mappano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	7286	
"Mappano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3647	
"Alta Valle Intelvi"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1483	
"Alta Valle Intelvi"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1459	
"Alta Valle Intelvi"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2942	
"Val Liona"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3048	
"Val Liona"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1567	
"Val Liona"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1481	
"Terre del Reno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	5162	
"Terre Roveresche"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2632	
"Terre Roveresche"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2628	
"Terre del Reno"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	10031	
"Terre Roveresche"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5260	
"Terre del Reno"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4869	
"Colli al Metauro"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	6220	
"Colli al Metauro"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	6149	
"Colli al Metauro"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	12369	
"Abetone Cutigliano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2101	
"Abetone Cutigliano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1040	
"San Marcello Piteglio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4201	
"Valfornace"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	509	
"Valfornace"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1015	
"San Marcello Piteglio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3732	
"Abetone Cutigliano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1061	
"San Marcello Piteglio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	7933	
"Valfornace"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	506	
"Montalcino"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3049	
"Montalcino"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2870	
"Montalcino"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5919	
"Casali del Manco"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	10025	
"Casali del Manco"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	5102	
"Casali del Manco"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4923	
"Arzachena"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	6935	
"Monti"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2413	
"Olbia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	29899	
"Oschiri"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1636	
"Aggius"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1482	
"Buddusò"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3846	
"Calangianus"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4082	
"Luogosanto"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	934	
"Palau"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2134	
"Aggius"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	704	
"Aglientu"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	645	
"Berchidda"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2749	
"Bortigiadas"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	370	
"Buddusò"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1955	
"Calangianus"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2054	
"Luogosanto"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	930	
"Palau"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2090	
"Tempio Pausania"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	7034	
"Arzachena"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	6821	
"Monti"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1212	
"Olbia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	30362	
"Oschiri"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1629	
"Alà dei Sardi"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	921	
"Arzachena"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	13756	
"La Maddalena"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	5637	
"Luras"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1297	
"Monti"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1201	
"Santa Teresa Gallura"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2768	
"Aggius"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	778	
"Buddusò"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1891	
"Calangianus"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2028	
"Olbia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	60261	
"Oschiri"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3265	
"Palau"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4224	
"Aglientu"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	604	
"Alà dei Sardi"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	932	
"Berchidda"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1352	
"Bortigiadas"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	389	
"La Maddalena"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	11233	
"Luogosanto"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1864	
"Luras"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2528	
"Santa Teresa Gallura"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2622	
"Tempio Pausania"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	14052	
"Aglientu"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1249	
"Alà dei Sardi"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1853	
"Berchidda"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1397	
"Bortigiadas"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	759	
"La Maddalena"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	5596	
"Luras"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1231	
"Santa Teresa Gallura"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5390	
"Tempio Pausania"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	7018	
"Badesi"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	901	
"Bari Sardo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1936	
"Baunei"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1762	
"Gairo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	703	
"Ilbono"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1068	
"Lanusei"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2711	
"Loceri"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	642	
"Lotzorai"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1047	
"Padru"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2114	
"Perdasdefogu"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	956	
"Telti"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2297	
"Tortolì"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	5394	
"Urzulei"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	619	
"Arzana"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1225	
"Cardedu"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1005	
"Golfo Aranci"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1272	
"Loiri Porto San Paolo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1745	
"Sant'Antonio di Gallura"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	749	
"Talana"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1013	
